Gr_Liv_Area,First_Flr_SF,Second_Flr_SF,Total_Bsmt_SF,Low_Qual_Fin_SF,Wood_Deck_SF,Open_Porch_SF,Bsmt_Unf_SF,Mas_Vnr_Area,Garage_Cars,Garage_Area,Year_Built,TotRms_AbvGrd,Full_Bath,Overall_Qual,Kitchen_Qual,Fireplaces,Fireplace_Qu,Exter_Qual,Lot_Frontage,Lot_Area,Longitude,Latitude,Misc_Val,Year_Sold,Sale_Price
1224,818,406,818,0,0,0,350,0,1,210,1926,5,1,Above_Average,Typical,0,No_Fireplace,Typical,0,3950,-93.6179738,42.0342224,0,2009,115000
1944,972,972,972,0,0,28,339,0,2,324,1910,12,2,Above_Average,Typical,0,No_Fireplace,Typical,57,10307,-93.6195025,42.0323259,0,2009,103500
1464,764,700,504,0,0,0,504,0,0,0,1910,7,2,Average,Typical,0,No_Fireplace,Good,90,9900,-93.615599,42.032108,0,2009,129000
1558,868,690,690,0,0,36,269,0,2,400,1939,7,1,Average,Typical,1,Good,Typical,57,6406,-93.6195361,42.0319053,0,2009,150000
2372,1378,994,994,0,0,287,994,0,1,432,1892,11,2,Average,Typical,0,No_Fireplace,Typical,60,6600,-93.618486,42.031305,0,2009,107500
1389,707,682,651,0,0,0,651,0,1,240,1946,6,1,Good,Typical,2,Good,Typical,60,3378,-93.6176367,42.0303538,0,2009,135000
1447,801,646,801,0,80,0,801,0,0,0,1910,6,1,Average,Typical,0,No_Fireplace,Typical,56,10134,-93.615381,42.030282,0,2009,103000
936,936,0,936,0,0,32,936,0,2,576,1953,4,1,Below_Average,Typical,0,No_Fireplace,Fair,60,6000,-93.6129105,42.0310603,0,2009,93000
1328,768,560,768,0,0,12,384,0,1,308,1950,6,1,Average,Typical,0,No_Fireplace,Typical,50,6000,-93.608866,42.033381,0,2009,129500
1387,811,576,811,0,0,0,811,0,1,256,1954,7,2,Average,Good,0,No_Fireplace,Typical,50,6000,-93.607776,42.033579,0,2009,93000
861,861,0,861,0,0,0,861,0,2,288,1920,5,1,Below_Average,Typical,0,No_Fireplace,Typical,62,7404,-93.608829,42.032048,0,2009,80000
886,886,0,190,0,144,20,190,0,1,273,1938,4,1,Average,Typical,0,No_Fireplace,Typical,50,5784,-93.610469,42.030523,0,2009,91300
792,792,0,624,0,0,0,624,0,1,287,1923,5,1,Average,Typical,0,No_Fireplace,Good,60,8520,-93.606788,42.030196,0,2009,99500
1510,833,677,677,0,0,0,677,0,2,720,1910,7,2,Below_Average,Good,0,No_Fireplace,Good,60,9600,-93.617054,42.029007,0,2009,87500
1284,720,564,720,0,0,35,408,0,1,240,1947,5,1,Average,Typical,0,No_Fireplace,Typical,50,3500,-93.6178679,42.0290352,0,2009,110000
2640,1320,1320,1240,0,181,0,1240,0,4,864,1880,8,1,Good,Good,1,Good,Good,65,11700,-93.612245,42.029305,0,2009,265979
2007,1090,917,917,0,0,235,917,0,1,357,1900,8,2,Above_Average,Excellent,0,No_Fireplace,Typical,70,8400,-93.610588,42.029001,0,2009,160000
1288,664,624,624,0,0,103,624,0,1,280,1917,5,1,Above_Average,Excellent,1,Good,Typical,60,3600,-93.6130761,42.0281106,0,2009,119000
1742,916,826,916,0,0,169,700,0,2,424,1882,8,1,Very_Good,Good,1,Good,Good,121,17671,-93.610582,42.028104,0,2009,168000
1482,832,650,650,0,0,0,26,0,2,324,1920,7,1,Good,Typical,0,No_Fireplace,Typical,50,9000,-93.610044,42.028556,0,2009,143000
1521,780,741,741,0,0,0,741,0,3,640,1910,8,1,Above_Average,Good,0,No_Fireplace,Typical,60,9720,-93.607058,42.027227,0,2009,146500
1576,1072,504,1324,0,0,312,15,0,2,528,1923,6,1,Average,Good,1,Typical,Typical,144,21384,-93.6289369,42.033996,0,2009,223500
1548,952,596,952,0,74,0,952,0,2,672,1925,5,2,Good,Excellent,0,No_Fireplace,Good,55,7264,-93.6279815,42.0333765,0,2009,205000
1324,757,567,672,0,0,0,0,0,1,240,1936,6,1,Below_Average,Typical,0,No_Fireplace,Typical,50,6000,-93.624564,42.033406,0,2009,128000
1176,786,390,698,0,210,0,698,0,2,624,1937,4,1,Above_Average,Typical,0,No_Fireplace,Good,50,6000,-93.624567,42.033616,0,2009,134900
1348,884,464,884,0,0,0,884,0,1,216,1925,5,1,Average,Typical,1,Fair,Typical,50,6000,-93.622513,42.03329,0,2009,117000
1412,825,587,780,0,45,0,780,0,1,280,1939,6,1,Above_Average,Typical,1,Good,Typical,50,6000,-93.623515,42.033347,0,2009,132500
1301,1301,0,1145,0,0,0,740,0,2,440,1924,5,1,Average,Fair,0,No_Fireplace,Typical,60,6911,-93.624689,42.031395,0,2009,100000
1573,989,584,884,0,0,0,884,0,1,240,1935,6,1,Below_Average,Good,0,No_Fireplace,Typical,51,6120,-93.623644,42.03246,0,2009,133000
875,875,0,715,0,48,0,506,0,1,180,1931,5,1,Average,Typical,0,No_Fireplace,Typical,51,6120,-93.623629,42.031292,0,2009,105000
1582,994,588,952,0,189,0,679,0,1,250,1938,6,2,Average,Typical,1,Good,Typical,51,6120,-93.621351,42.03235,0,2009,150000
1072,1072,0,1072,0,0,0,938,0,5,1184,1925,5,1,Average,Typical,0,No_Fireplace,Typical,50,8635,-93.6213592,42.0310861,0,2009,126500
1768,1048,720,1048,0,0,0,1048,0,2,576,1915,8,2,Above_Average,Typical,0,No_Fireplace,Typical,57,8094,-93.621525,42.028948,0,2009,155000
1208,848,0,780,360,0,23,628,0,2,539,1925,5,1,Below_Average,Typical,0,No_Fireplace,Typical,52,6240,-93.626716,42.023085,0,2009,103000
1427,741,686,483,0,0,24,483,0,1,379,1915,7,1,Above_Average,Good,0,No_Fireplace,Typical,0,5775,-93.621862,42.025796,0,2009,123000
1403,754,649,698,0,0,0,160,0,1,308,1915,7,1,Above_Average,Typical,0,No_Fireplace,Typical,60,10320,-93.599575,42.022828,0,2009,116000
1152,1152,0,1152,0,0,0,0,0,1,252,1978,6,2,Average,Typical,0,No_Fireplace,Typical,0,10547,-93.657107,42.028049,0,2009,159900
1121,1121,0,1121,0,0,80,470,0,2,480,1963,5,1,Average,Typical,0,No_Fireplace,Typical,80,8816,-93.675401,42.033633,0,2009,139000
1683,918,765,918,0,243,0,192,92,2,440,1978,7,2,Above_Average,Typical,1,Typical,Typical,70,11184,-93.672288,42.032367,0,2009,172500
1034,1034,0,456,0,0,0,0,23,2,504,1978,5,1,Above_Average,Typical,1,Fair,Typical,0,8014,-93.672651,42.031342,0,2009,149900
860,860,0,840,0,0,0,168,0,2,528,1982,4,1,Average,Typical,0,No_Fireplace,Typical,74,8740,-93.671369,42.031138,0,2009,137000
1092,1092,0,1092,0,0,20,252,116,1,288,1962,6,1,Average,Typical,1,Poor,Typical,0,11616,-93.666432,42.033427,0,2009,139000
1774,904,611,552,259,290,40,552,0,1,384,1961,8,2,Average,Typical,1,Typical,Typical,88,15400,-93.66636,42.033277,0,2009,165000
1138,1138,0,1138,0,0,0,550,54,2,480,1960,6,1,Above_Average,Typical,1,Typical,Typical,88,15312,-93.666813,42.032302,0,2009,148000
2071,2071,0,825,0,131,28,825,366,1,336,1956,9,1,Average,Typical,1,Typical,Typical,0,15584,-93.662126,42.032652,0,2009,165000
1788,1104,684,1104,0,120,0,1104,0,1,304,1957,8,1,Below_Average,Typical,2,Typical,Typical,0,11250,-93.660877,42.032503,0,2009,161500
1229,1229,0,1134,0,0,0,75,0,1,284,1956,6,1,Below_Average,Typical,0,No_Fireplace,Typical,0,17140,-93.671177,42.023229,0,2009,135000
861,861,0,861,0,158,0,599,0,2,539,1940,4,1,Below_Average,Typical,0,No_Fireplace,Typical,0,12342,-93.6721573,42.0240278,0,2009,82500
1867,1867,0,1617,0,476,0,470,0,1,303,1955,7,1,Average,Typical,3,Good,Good,0,10708,-93.666242,42.028468,0,2009,190000
1733,1733,0,0,0,0,0,0,0,2,452,1955,8,2,Fair,Typical,1,Good,Typical,0,13680,-93.665996,42.027656,0,2009,139600
1073,1073,0,1073,0,0,0,816,0,1,340,1956,5,1,Average,Typical,0,No_Fireplace,Typical,68,9571,-93.668212,42.023982,0,2009,121500
672,672,0,672,0,0,113,328,0,1,234,1941,4,1,Below_Average,Typical,0,No_Fireplace,Typical,50,9340,-93.66527,42.025996,0,2009,113000
1089,1089,0,1089,0,328,0,916,0,1,252,1954,5,1,Average,Typical,1,Good,Typical,62,7440,-93.660147,42.026307,0,2009,125000
845,845,0,0,0,186,0,0,0,1,290,1957,5,1,Below_Average,Typical,0,No_Fireplace,Typical,0,11500,-93.663366,42.024993,0,2009,84000
1258,698,560,560,0,0,0,356,0,1,280,1939,6,1,Above_Average,Typical,0,No_Fireplace,Typical,60,9060,-93.661005,42.023548,0,2009,105000
1510,755,755,755,0,120,0,755,0,1,296,1940,7,1,Below_Average,Typical,1,Good,Typical,60,9084,-93.659855,42.022754,0,2009,108000
1061,1061,0,1054,0,114,36,308,0,2,462,1990,4,1,Good,Good,0,No_Fireplace,Good,74,10778,-93.684708,42.034183,0,2009,162000
1338,1338,0,520,0,0,0,0,100,2,576,1983,5,1,Above_Average,Good,1,Poor,Good,66,19255,-93.685733,42.033714,600,2009,156500
2132,1496,636,1496,0,349,40,55,0,2,612,1983,5,1,Very_Good,Good,1,Good,Good,79,12327,-93.685986,42.0318449,0,2009,316600
1775,1006,769,740,0,234,72,227,137,2,425,1993,7,2,Good,Good,1,Typical,Good,75,9317,-93.681063,42.030625,0,2009,213000
2020,1142,878,1128,0,0,155,544,0,2,466,1995,8,2,Very_Good,Good,1,Typical,Good,80,9828,-93.682176,42.030678,0,2009,239500
2016,1288,728,0,0,0,0,0,0,2,576,1880,7,1,Average,Typical,1,Typical,Good,120,26400,-93.679789,42.03252,0,2009,131000
2787,1168,1619,1168,0,312,0,348,23,4,820,2000,8,4,Good,Typical,2,Typical,Typical,0,11855,-93.679856,42.030531,0,2009,269500
1718,1718,0,1705,0,208,44,417,336,3,826,2007,7,2,Very_Good,Good,1,Good,Good,79,10637,-93.688859,42.026482,0,2009,297000
1720,1720,0,1720,0,208,104,616,364,3,846,2008,8,2,Excellent,Excellent,1,Good,Excellent,65,10816,-93.689091,42.026372,0,2009,332000
1468,1468,0,1468,0,192,142,1468,0,3,904,2008,6,2,Very_Good,Good,1,Good,Good,71,9178,-93.690266,42.025707,0,2009,239900
1838,1838,0,1838,0,154,222,479,352,2,524,2007,7,2,Very_Good,Good,2,Good,Good,77,11422,-93.690364,42.025577,0,2009,272500
1800,1800,0,1800,0,288,136,1800,0,2,702,2007,7,2,Excellent,Excellent,0,No_Fireplace,Good,122,11923,-93.689072,42.024628,0,2009,239000
1232,1232,0,1232,0,132,0,508,82,2,632,2007,6,2,Good,Good,0,No_Fireplace,Good,64,7314,-93.690111,42.024327,0,2009,194500
1422,704,718,704,0,36,28,704,0,2,440,2005,7,2,Above_Average,Good,1,Good,Good,79,11646,-93.689081,42.02322,0,2009,173000
1644,1644,0,1518,0,80,0,0,145,2,569,1989,5,2,Good,Good,1,Typical,Good,0,12800,-93.685125,42.029772,0,2009,275000
1759,944,815,1449,0,150,193,649,0,2,525,1992,7,2,Good,Good,1,Typical,Good,0,16698,-93.679297,42.02792,0,2009,233500
1040,1040,0,1040,0,168,0,308,0,2,576,1996,6,1,Average,Good,0,No_Fireplace,Typical,82,12464,-93.691883,42.021171,0,2009,152000
990,990,0,990,0,66,0,235,0,1,440,1994,5,1,Average,Typical,0,No_Fireplace,Typical,65,9757,-93.692135,42.021176,0,2009,143000
1463,1463,0,1463,0,0,81,513,0,2,539,1998,5,2,Good,Typical,0,No_Fireplace,Typical,65,14753,-93.691355,42.019784,0,2009,207000
1097,1097,0,1097,0,392,64,1097,0,2,672,1994,6,1,Average,Typical,0,No_Fireplace,Typical,112,10859,-93.691585,42.018996,0,2009,145000
990,990,0,990,0,0,64,244,0,2,480,1994,5,1,Average,Typical,0,No_Fireplace,Typical,60,8072,-93.6928668,42.0197228,0,2009,138000
1501,1501,0,1490,0,144,29,811,183,2,577,1999,6,2,Good,Good,0,No_Fireplace,Good,78,10335,-93.690324,42.017569,0,2009,204000
1431,1431,0,1431,0,0,35,871,0,2,666,1999,6,2,Good,Good,0,No_Fireplace,Good,68,9017,-93.691667,42.016903,0,2009,192000
1660,831,829,831,0,144,68,831,95,2,493,2002,7,2,Good,Good,0,No_Fireplace,Good,68,8935,-93.689431,42.016862,0,2009,195000
1840,944,896,944,0,0,45,278,0,2,622,2001,6,2,Good,Good,0,No_Fireplace,Good,79,12420,-93.689438,42.01571,0,2009,230000
1444,1444,0,1431,0,144,40,172,68,2,577,2002,6,2,Good,Good,0,No_Fireplace,Good,65,10739,-93.691672,42.01613,0,2009,203000
1040,1040,0,1040,0,0,0,424,136,0,0,1978,5,2,Average,Typical,0,No_Fireplace,Typical,60,8430,-93.686916,42.021384,0,2009,124000
914,914,0,914,0,0,0,132,40,2,444,1979,5,1,Average,Typical,0,No_Fireplace,Typical,76,6950,-93.687219,42.019184,0,2009,134900
1040,1040,0,1040,0,0,0,364,0,2,484,1977,5,2,Average,Good,0,No_Fireplace,Typical,61,8800,-93.685068,42.019697,0,2009,150500
1268,1268,0,1268,0,173,0,1072,0,1,252,1977,5,1,Average,Good,0,No_Fireplace,Typical,0,9286,-93.684954,42.019691,0,2009,143500
768,768,0,768,0,192,0,108,0,1,396,1972,5,1,Average,Typical,0,No_Fireplace,Typical,60,7200,-93.68317,42.021788,0,2009,133900
1611,1611,0,1569,0,262,93,335,0,3,1231,2002,6,2,Good,Good,0,No_Fireplace,Good,90,11664,-93.687819,42.017109,0,2009,250000
2184,1068,1116,1068,0,192,132,1068,198,2,570,2003,8,2,Very_Good,Good,1,Good,Good,0,12334,-93.686218,42.018722,0,2009,254750
1872,1299,573,1299,0,160,122,309,108,2,531,2001,7,2,Very_Good,Excellent,1,Typical,Good,0,11885,-93.682623,42.01877,0,2009,261500
2153,1476,677,1440,0,253,142,536,204,3,736,2000,8,2,Excellent,Excellent,2,Excellent,Good,0,11050,-93.682983,42.018703,0,2009,313000
1513,1513,0,1462,0,135,34,216,260,2,521,1999,5,2,Very_Good,Good,1,Typical,Good,90,15750,-93.67915,42.0181479,0,2009,220000
2034,1057,977,1057,0,576,36,318,573,2,645,1997,8,2,Good,Good,0,No_Fireplace,Typical,0,9375,-93.681411,42.017856,0,2009,219500
1716,909,807,880,0,0,120,880,0,2,512,1996,7,2,Good,Good,1,Typical,Good,70,8750,-93.680782,42.017856,0,2009,191000
1212,1212,0,1212,0,356,0,1212,0,2,573,2001,6,2,Good,Good,0,No_Fireplace,Good,70,9100,-93.68218,42.016819,0,2009,178000
1630,1630,0,1630,0,74,234,1630,171,2,451,2000,6,2,Good,Good,1,Typical,Good,75,9750,-93.68167,42.016797,0,2009,213000
848,848,0,848,0,140,0,163,170,2,420,2003,4,1,Above_Average,Good,0,No_Fireplace,Good,0,4435,-93.681297,42.016274,0,2009,144000
848,848,0,848,0,140,0,163,170,2,420,2003,4,1,Above_Average,Good,0,No_Fireplace,Good,0,4435,-93.681439,42.016271,0,2009,140000
1602,1602,0,1578,0,0,48,100,180,3,810,2007,7,2,Very_Good,Good,1,Good,Good,85,10200,-93.684115,42.016468,0,2009,293200
1728,864,864,864,0,187,56,864,0,2,572,2004,7,2,Good,Good,0,No_Fireplace,Good,65,9313,-93.685333,42.013957,0,2009,190000
1500,1500,0,1500,0,192,36,1480,210,2,570,2004,6,2,Good,Good,0,No_Fireplace,Good,63,8487,-93.686051,42.014054,0,2009,190000
1486,1486,0,1486,0,0,0,849,0,2,480,1964,7,1,Average,Typical,0,No_Fireplace,Typical,75,9937,-93.677407,42.021246,0,2009,167000
816,816,0,816,0,0,0,126,0,1,288,1938,3,1,Below_Average,Typical,1,Good,Typical,67,8877,-93.676372,42.021219,0,2009,100000
1922,495,1427,0,0,0,0,0,500,2,672,2003,7,3,Good,Good,1,Excellent,Good,64,7301,-93.672234,42.018988,0,2009,198500
1426,698,728,690,0,252,0,155,140,2,440,1977,6,1,Above_Average,Typical,0,No_Fireplace,Typical,75,7950,-93.6755239,42.0186549,0,2009,159500
1149,1149,0,1014,0,0,240,615,0,1,544,1960,7,1,Below_Average,Typical,0,No_Fireplace,Typical,80,10682,-93.6739723,42.0196717,0,2009,127000
1698,1698,0,1698,0,327,64,464,340,3,768,2007,8,2,Excellent,Excellent,1,Good,Excellent,86,13286,-93.676608,42.017026,0,2009,320000
1072,1072,0,547,0,0,28,0,80,2,525,2005,5,1,Above_Average,Typical,0,No_Fireplace,Typical,35,3675,-93.669952,42.01896,0,2009,145500
876,876,0,876,0,0,0,301,0,1,320,1959,5,1,Below_Average,Typical,0,No_Fireplace,Typical,64,6410,-93.666315,42.019423,0,2009,85000
1529,1088,441,0,0,92,0,0,0,1,240,1945,9,2,Below_Average,Typical,0,No_Fireplace,Typical,50,8405,-93.6644556,42.0217997,0,2009,98000
864,864,0,864,0,0,96,864,0,0,0,1922,4,1,Average,Typical,0,No_Fireplace,Typical,56,4060,-93.659191,42.021496,0,2009,99900
1678,1678,0,1678,0,0,0,1678,74,0,0,1959,10,2,Average,Typical,0,No_Fireplace,Typical,65,10926,-93.6644024,42.01822,0,2009,119900
1196,684,512,684,0,0,46,684,0,2,528,1920,7,1,Above_Average,Good,0,No_Fireplace,Typical,67,12354,-93.657963,42.022092,800,2009,110000
1298,854,444,720,0,84,0,94,0,1,256,1941,6,1,Average,Typical,2,Good,Typical,45,8212,-93.656664,42.022088,0,2009,122000
1604,984,620,984,0,0,68,156,0,2,660,1941,6,2,Average,Typical,0,No_Fireplace,Typical,60,10998,-93.655674,42.022091,0,2009,117000
3082,1687,998,824,397,136,63,301,0,2,672,1920,12,2,Good,Typical,2,Typical,Typical,102,15863,-93.651669,42.016182,0,2009,197000
1981,1328,653,1122,0,431,44,500,0,2,576,1928,7,2,Below_Average,Good,2,Typical,Typical,65,7804,-93.648414,42.018931,0,2009,135000
1232,1232,0,816,0,0,0,816,0,2,440,1916,6,1,Above_Average,Good,1,Good,Good,64,8574,-93.646655,42.017889,0,2009,147500
1913,1172,741,896,0,0,0,896,0,2,342,1928,9,1,Above_Average,Typical,1,Typical,Typical,57,7558,-93.646881,42.016943,0,2009,177000
1477,877,600,861,0,0,50,861,0,1,216,1928,6,2,Good,Typical,1,Good,Typical,52,6292,-93.648419,42.016835,0,2009,145000
1567,840,727,840,0,0,21,112,0,2,440,1940,6,1,Average,Typical,2,Typical,Typical,60,13680,-93.6428055,42.0191252,0,2009,205000
1494,753,741,771,0,0,0,224,0,1,213,1942,7,1,Above_Average,Good,2,Good,Typical,0,7500,-93.6397,42.019181,0,2009,177500
1308,976,332,728,0,0,70,300,0,1,256,1940,7,1,Average,Typical,2,Typical,Good,130,9600,-93.642371,42.018707,0,2009,160000
964,964,0,876,0,0,0,163,0,2,432,1921,5,1,Average,Typical,0,No_Fireplace,Typical,80,13360,-93.640592,42.017574,0,2009,163500
1343,820,523,731,0,192,0,731,0,1,186,1921,7,1,Average,Typical,1,Good,Typical,54,7681,-93.644295,42.016684,0,2009,154900
1561,1561,0,1561,0,0,148,621,132,2,463,1960,6,2,Above_Average,Typical,1,Good,Typical,90,13339,-93.642885,42.013169,0,2009,193000
1906,1906,0,1310,0,0,201,91,420,2,576,1954,6,1,Above_Average,Typical,2,Good,Typical,100,17500,-93.639407,42.0125,0,2009,224000
1229,561,668,561,0,176,0,90,0,2,462,1980,5,1,Above_Average,Good,1,Typical,Typical,24,1488,-93.645743,42.009489,0,2009,137000
1229,561,668,561,0,154,0,561,0,2,462,1980,5,1,Above_Average,Typical,1,Typical,Typical,24,1612,-93.645743,42.009489,0,2009,121000
2365,2365,0,1803,0,200,144,581,0,2,551,1971,7,2,Good,Excellent,2,Good,Good,0,17597,-93.643539,42.01141,0,2009,315000
1344,672,672,672,0,0,128,216,0,1,468,1920,6,1,Average,Typical,0,No_Fireplace,Typical,59,10690,-93.62529,42.022721,0,2009,147000
2168,928,928,760,312,467,160,760,0,2,576,1900,11,2,Average,Good,0,No_Fireplace,Typical,50,8660,-93.626839,42.021425,0,2009,123000
572,572,0,572,0,0,0,572,0,1,200,1925,4,1,Below_Average,Typical,0,No_Fireplace,Typical,60,10200,-93.615395,42.020002,0,2009,75000
1710,1710,0,1710,0,100,48,1710,108,2,550,2004,7,2,Good,Good,1,Good,Good,43,12118,-93.607055,41.997119,0,2009,240000
1961,804,1157,804,0,125,192,114,0,2,560,2001,7,2,Above_Average,Good,1,Typical,Typical,71,12209,-93.603717,41.99539,0,2009,215000
926,926,0,902,0,319,0,135,0,1,351,1977,5,1,Above_Average,Typical,1,Typical,Typical,75,9750,-93.604716,41.997067,0,2009,156450
2036,2036,0,2190,0,90,154,432,246,3,780,2008,9,2,Excellent,Excellent,1,Excellent,Excellent,113,13438,-93.651867,41.993759,0,2009,410000
1641,1641,0,1641,0,0,95,526,406,3,885,2008,7,2,Excellent,Excellent,0,No_Fireplace,Excellent,79,14463,-93.653039,41.994727,0,2009,316500
1412,1412,0,1392,0,0,0,387,0,2,576,1988,6,2,Above_Average,Good,1,Typical,Typical,130,11457,-93.646455,41.997684,0,2009,175000
2237,1375,862,712,0,305,24,250,0,2,440,1980,7,2,Above_Average,Good,1,Typical,Typical,0,9839,-93.644884,41.998952,2500,2009,204000
1479,1479,0,1645,0,224,238,117,310,2,578,1987,7,2,Good,Good,1,Fair,Typical,125,14419,-93.6446004,41.9981656,0,2009,213500
1296,1296,0,1267,0,192,25,262,136,2,471,2001,6,2,Very_Good,Good,0,No_Fireplace,Good,0,6853,-93.646793,41.996327,0,2009,220000
1838,1838,0,1838,0,270,68,578,584,3,765,2006,8,2,Excellent,Excellent,1,Good,Excellent,85,14601,-93.646816,41.995359,0,2009,315000
1978,1978,0,1978,0,308,52,338,290,3,920,2007,7,2,Excellent,Excellent,1,Good,Excellent,85,12633,-93.651703,41.992964,0,2009,425000
1771,1771,0,0,0,0,0,0,75,2,336,1960,9,1,Average,Typical,1,Typical,Typical,100,21750,-93.608359,41.992193,0,2009,115000
874,874,0,864,0,33,0,354,0,1,288,1968,5,1,Average,Typical,0,No_Fireplace,Typical,62,9858,-93.604218,41.992919,600,2009,130000
630,630,0,630,0,0,0,115,0,1,286,1970,3,1,Below_Average,Good,0,No_Fireplace,Typical,21,1526,-93.603479,41.992185,0,2009,86000
1404,1404,0,1188,0,0,16,594,176,2,504,1969,7,2,Average,Typical,1,Poor,Typical,83,13383,-93.600636,41.9928219,0,2009,160000
630,630,0,630,0,0,0,121,0,1,286,1970,3,1,Below_Average,Typical,0,No_Fireplace,Typical,21,1477,-93.603111,41.99217,0,2009,80000
1092,546,546,546,0,238,0,0,0,1,286,1970,6,1,Below_Average,Typical,0,No_Fireplace,Typical,21,2217,-93.60176,41.991786,0,2009,88000
796,796,0,796,0,138,0,0,0,1,336,1972,4,1,Average,Typical,0,No_Fireplace,Typical,50,7689,-93.601127,41.991365,0,2009,131900
883,883,0,828,0,100,32,0,0,2,698,1992,5,1,Average,Typical,1,Fair,Typical,70,7669,-93.602777,41.987659,0,2009,149000
1362,796,566,796,0,40,30,64,0,2,480,1993,5,1,Average,Typical,0,No_Fireplace,Typical,85,14115,-93.609453,41.986502,700,2009,143000
1287,624,663,624,0,150,0,294,0,2,440,1992,6,1,Average,Typical,0,No_Fireplace,Typical,62,10429,-93.606925,41.986509,0,2009,130000
1632,784,848,784,0,0,173,0,178,2,898,1969,7,1,Average,Typical,1,Typical,Good,70,10457,-93.600191,41.99095,0,2009,173000
1470,680,790,680,0,192,49,204,119,2,420,1995,7,2,Above_Average,Typical,1,Typical,Typical,65,8139,-93.637796,42.061231,0,2008,165000
1604,926,678,926,0,100,82,75,0,2,472,1998,7,2,Above_Average,Typical,0,No_Fireplace,Typical,59,9535,-93.638775,42.060771,0,2008,195500
1638,943,695,943,0,100,38,115,0,2,472,1998,7,2,Above_Average,Typical,2,Typical,Typical,59,9042,-93.638778,42.060822,0,2008,192000
1636,916,720,916,0,168,84,778,0,2,386,1996,7,2,Above_Average,Typical,1,Typical,Typical,0,15038,-93.637482,42.060369,0,2008,173000
1384,1384,0,1348,0,0,39,898,0,2,404,1996,7,2,Average,Good,0,No_Fireplace,Good,53,14137,-93.636718,42.060639,0,2008,177900
1446,729,717,729,0,264,22,125,0,2,406,1996,6,2,Good,Typical,1,Typical,Typical,57,21872,-93.636948,42.0623,0,2008,175000
1682,1682,0,1664,0,0,0,1008,0,2,528,1997,6,1,Very_Good,Good,1,Typical,Good,45,6264,-93.633781,42.061374,0,2008,247900
1337,1337,0,1337,0,96,0,604,0,2,462,1993,5,2,Very_Good,Good,1,Typical,Good,41,5395,-93.633905,42.060865,0,2008,180000
1709,851,858,836,0,0,40,332,194,2,416,1991,7,2,Above_Average,Good,0,No_Fireplace,Typical,0,14067,-93.637279,42.05701,0,2008,185000
2500,1168,1332,1168,0,192,32,1152,130,3,683,2005,9,3,Very_Good,Excellent,1,Good,Good,101,13543,-93.628831,42.061394,0,2008,355000
2504,1134,1370,1122,0,144,39,1122,245,3,656,2005,11,2,Excellent,Excellent,1,Good,Good,77,11198,-93.628901,42.06056,0,2008,325000
1474,1474,0,1632,0,0,0,1632,0,2,495,1952,7,1,Above_Average,Typical,2,Good,Typical,0,31220,-93.622299,42.059792,750,2008,115000
2093,1236,857,791,0,364,63,791,123,2,542,1986,7,2,Good,Typical,1,Typical,Typical,46,20544,-93.6391494,42.056015,0,2008,215000
1422,1422,0,1422,0,276,0,606,210,2,576,1981,7,2,Above_Average,Good,1,Typical,Typical,78,12090,-93.637825,42.054562,0,2008,175500
1260,1260,0,1260,0,152,0,513,174,2,598,1983,6,2,Good,Typical,0,No_Fireplace,Good,0,10825,-93.637808,42.054439,0,2008,181900
2064,2064,0,2048,0,200,0,656,383,2,550,1978,7,2,Good,Good,2,Fair,Good,56,18559,-93.636511,42.055358,0,2008,235000
1782,1782,0,1782,0,467,0,469,194,2,551,1979,6,2,Good,Good,1,Typical,Good,85,14450,-93.636505,42.054503,0,2008,220000
2872,1542,1330,1330,0,550,282,434,424,2,619,1977,11,2,Above_Average,Typical,1,Typical,Typical,0,12227,-93.635111,42.054455,0,2008,272000
2044,1277,767,738,0,28,73,738,280,2,489,1980,7,2,Good,Typical,1,Typical,Typical,80,10400,-93.635153,42.052544,0,2008,185000
1444,1444,0,1444,0,0,24,1444,120,2,473,1976,5,2,Above_Average,Typical,1,Good,Typical,80,10400,-93.635216,42.049449,0,2008,159900
1964,1098,866,803,0,0,69,400,660,2,483,1976,8,2,Good,Typical,1,Good,Typical,80,10480,-93.6341769,42.04986,0,2008,205000
1178,1178,0,1176,0,224,0,92,0,2,439,1973,5,1,Average,Good,1,Fair,Typical,80,10000,-93.631129,42.049609,0,2008,157000
2340,1236,1104,1236,0,192,180,213,402,3,787,1996,9,2,Very_Good,Good,1,Good,Good,0,14311,-93.630231,42.051074,0,2008,306000
1792,896,896,896,0,0,45,896,0,2,480,1974,8,2,Average,Typical,0,No_Fireplace,Typical,60,9000,-93.626544,42.056306,0,2008,133000
1054,1054,0,1054,0,180,0,14,0,2,460,1969,6,1,Above_Average,Typical,0,No_Fireplace,Typical,65,9750,-93.627875,42.05539,0,2008,151000
936,936,0,936,0,16,0,684,72,1,288,1969,4,1,Below_Average,Typical,0,No_Fireplace,Typical,68,10295,-93.626511,42.055304,0,2008,111900
864,864,0,864,0,0,0,132,0,2,576,1971,5,1,Average,Typical,0,No_Fireplace,Typical,63,7560,-93.630208,42.054328,0,2008,123000
864,864,0,864,0,216,0,264,0,2,576,1972,5,1,Below_Average,Typical,0,No_Fireplace,Typical,0,12735,-93.624265,42.0564348,0,2008,111250
